C:\Users\Hari\OneDrive\Documents\New folder\IMG\center_2020_05_29_21_24_19_079.jpg,C:\Users\Hari\OneDrive\Documents\New folder\IMG\left_2020_05_29_21_24_19_079.jpg,C:\Users\Hari\OneDrive\Documents\New folder\IMG\right_2020_05_29_21_24_19_079.jpg,0,0,0,2.431211E-07
C:\Users\Hari\OneDrive\Documents\New folder\IMG\center_2020_05_29_21_24_19_148.jpg,C:\Users\Hari\OneDrive\Documents\New folder\IMG\left_2020_05_29_21_24_19_148.jpg,C:\Users\Hari\OneDrive\Documents\New folder\IMG\right_2020_05_29_21_24_19_148.jpg,0,0,0,7.316122E-06
C:\Users\Hari\OneDrive\Documents\New folder\IMG\center_2020_05_29_21_24_19_217.jpg,C:\Users\Hari\OneDrive\Documents\New folder\IMG\left_2020_05_29_21_24_19_217.jpg,C:\Users\Hari\OneDrive\Documents\New folder\IMG\right_2020_05_29_21_24_19_217.jpg,0,0,0,2.573447E-06
C:\Users\Hari\OneDrive\Documents\New folder\IMG\center_2020_05_29_21_24_19_293.jpg,C:\Users\Hari\OneDrive\Documents\New folder\IMG\left_2020_05_29_21_24_19_293.jpg,C:\Users\Hari\OneDrive\Documents\New folder\IMG\right_2020_05_29_21_24_19_293.jpg,0,0,0,4.271285E-06
C:\Users\Hari\OneDrive\Documents\New folder\IMG\center_2020_05_29_21_24_19_362.jpg,C:\Users\Hari\OneDrive\Documents\New folder\IMG\left_2020_05_29_21_24_19_362.jpg,C:\Users\Hari\OneDrive\Documents\New folder\IMG\right_2020_05_29_21_24_19_362.jpg,0,0,0,1.345338E-05
C:\Users\Hari\OneDrive\Documents\New folder\IMG\center_2020_05_29_21_24_19_434.jpg,C:\Users\Hari\OneDrive\Documents\New folder\IMG\left_2020_05_29_21_24_19_434.jpg,C:\Users\Hari\OneDrive\Documents\New folder\IMG\right_2020_05_29_21_24_19_434.jpg,0,0,0,7.926344E-06
C:\Users\Hari\OneDrive\Documents\New folder\IMG\center_2020_05_29_21_24_19_501.jpg,C:\Users\Hari\OneDrive\Documents\New folder\IMG\left_2020_05_29_21_24_19_501.jpg,C:\Users\Hari\OneDrive\Documents\New folder\IMG\right_2020_05_29_21_24_19_501.jpg,0,0,0,4.600264E-06
C:\Users\Hari\OneDrive\Documents\New folder\IMG\center_2020_05_29_21_24_19_575.jpg,C:\Users\Hari\OneDrive\Documents\New folder\IMG\left_2020_05_29_21_24_19_575.jpg,C:\Users\Hari\OneDrive\Documents\New folder\IMG\right_2020_05_29_21_24_19_575.jpg,0,0,0,9.123793E-06
C:\Users\Hari\OneDrive\Documents\New folder\IMG\center_2020_05_29_21_24_19_645.jpg,C:\Users\Hari\OneDrive\Documents\New folder\IMG\left_2020_05_29_21_24_19_645.jpg,C:\Users\Hari\OneDrive\Documents\New folder\IMG\right_2020_05_29_21_24_19_645.jpg,0,0,0,1.498537E-05
C:\Users\Hari\OneDrive\Documents\New folder\IMG\center_2020_05_29_21_24_19_717.jpg,C:\Users\Hari\OneDrive\Documents\New folder\IMG\left_2020_05_29_21_24_19_717.jpg,C:\Users\Hari\OneDrive\Documents\New folder\IMG\right_2020_05_29_21_24_19_717.jpg,0,0,0,5.598682E-06
C:\Users\Hari\OneDrive\Documents\New folder\IMG\center_2020_05_29_21_24_19_790.jpg,C:\Users\Hari\OneDrive\Documents\New folder\IMG\left_2020_05_29_21_24_19_790.jpg,C:\Users\Hari\OneDrive\Documents\New folder\IMG\right_2020_05_29_21_24_19_790.jpg,0,0,0,7.513449E-06
C:\Users\Hari\OneDrive\Documents\New folder\IMG\center_2020_05_29_21_24_19_864.jpg,C:\Users\Hari\OneDrive\Documents\New folder\IMG\left_2020_05_29_21_24_19_864.jpg,C:\Users\Hari\OneDrive\Documents\New folder\IMG\right_2020_05_29_21_24_19_864.jpg,0,0,0,2.819826E-05
C:\Users\Hari\OneDrive\Documents\New folder\IMG\center_2020_05_29_21_24_19_934.jpg,C:\Users\Hari\OneDrive\Documents\New folder\IMG\left_2020_05_29_21_24_19_934.jpg,C:\Users\Hari\OneDrive\Documents\New folder\IMG\right_2020_05_29_21_24_19_934.jpg,0,0,0,1.482339E-05
C:\Users\Hari\OneDrive\Documents\New folder\IMG\center_2020_05_29_21_24_20_006.jpg,C:\Users\Hari\OneDrive\Documents\New folder\IMG\left_2020_05_29_21_24_20_006.jpg,C:\Users\Hari\OneDrive\Documents\New folder\IMG\right_2020_05_29_21_24_20_006.jpg,0,0,0,2.013274E-05
C:\Users\Hari\OneDrive\Documents\New folder\IMG\center_2020_05_29_21_24_20_077.jpg,C:\Users\Hari\OneDrive\Documents\New folder\IMG\left_2020_05_29_21_24_20_077.jpg,C:\Users\Hari\OneDrive\Documents\New folder\IMG\right_2020_05_29_21_24_20_077.jpg,0,0,0,7.424602E-07
C:\Users\Hari\OneDrive\Documents\New folder\IMG\center_2020_05_29_21_24_20_144.jpg,C:\Users\Hari\OneDrive\Documents\New folder\IMG\left_2020_05_29_21_24_20_144.jpg,C:\Users\Hari\OneDrive\Documents\New folder\IMG\right_2020_05_29_21_24_20_144.jpg,0,0,0,5.57139E-06
C:\Users\Hari\OneDrive\Documents\New folder\IMG\center_2020_05_29_21_24_20_214.jpg,C:\Users\Hari\OneDrive\Documents\New folder\IMG\left_2020_05_29_21_24_20_214.jpg,C:\Users\Hari\OneDrive\Documents\New folder\IMG\right_2020_05_29_21_24_20_214.jpg,0,0,0,9.382635E-06
C:\Users\Hari\OneDrive\Documents\New folder\IMG\center_2020_05_29_21_24_20_286.jpg,C:\Users\Hari\OneDrive\Documents\New folder\IMG\left_2020_05_29_21_24_20_286.jpg,C:\Users\Hari\OneDrive\Documents\New folder\IMG\right_2020_05_29_21_24_20_286.jpg,0,0,0,2.264038E-05
C:\Users\Hari\OneDrive\Documents\New folder\IMG\center_2020_05_29_21_24_20_356.jpg,C:\Users\Hari\OneDrive\Documents\New folder\IMG\left_2020_05_29_21_24_20_356.jpg,C:\Users\Hari\OneDrive\Documents\New folder\IMG\right_2020_05_29_21_24_20_356.jpg,0,0,0,6.377148E-06
